Alloy,No,Phase,Phase1,a(Å),δ,T_m(K),σT_m(K),ΔH_mix(kJ/mol),σH_mix(kJ/mol),ΔS_mix(R),χ,Δχ,VEC,σVEC,K(GPa),σK(GPa),Young's modulus E (GPa),Shear modulus G (GPa)
Ce65Al12.5Ni12.5Cu10,4.0,AM,AM,1.6488,0.148668041391951,1162.66075,236.956320472651,-28.135,5.82389895844056,1.03012779017946,1.358,0.334994029797547,4.675,3.11759121759091,60.3,58.3995719162393,68.85,26.325
Ce70Al10Ni10Cu10,4.0,AM,AM,1.6731,0.14120776656427,1149.524,217.072188002056,-25.12,5.27031839645386,0.940447988655326,1.326,0.323765347126588,4.5,3.00832179129826,55.0,55.6003597110666,63.8,24.45
CoCrCuFe,4.0,SS,FCC,1.25475,0.0111058916193439,1779.1925,291.281892964101,6.25,4.24908078294588,1.38629436111989,1.8175,0.0944391338376205,8.5,1.80277563773199,162.5,14.790199457749,207.25,80.0
Co0.25Cr0.25FeMn,4.0,SS,FCC,1.2864,0.0404500841332985,1726.8,202.032076661108,-0.96,1.11504618738418,1.19354960409813,1.706,0.1382895513045,7.5,0.806225774829855,150.0,24.8997991959775,212.4,51.8
CoCr2FeNi,4.0,SS,FCC,1.2472,0.00279595827039172,1933.4,203.05230853157,-4.32,1.69329973719953,1.33217904021012,1.788,0.107591821250502,7.8,1.6,170.0,8.94427190999916,235.6,92.6
CoCrFeNi,4.0,SS,FCC,1.24675,0.00302115884766774,1871.75,180.372357915508,-3.75,1.6369751067136,1.38629436111989,1.82,0.0966953980290686,8.25,1.4790199457749,172.5,8.2915619758885,224.75,87.0
CoCrMnNi,4.0,SS,FCC,1.274,0.0344699293760541,1798.75,239.563535413886,-5.5,2.46855220726644,1.38629436111989,1.75,0.150499169432924,8.0,1.58113883008419,160.0,24.4948974278318,221.5,66.5
CoCuFeNi,4.0,SS,FCC,1.254,0.0114037875965511,1666.1925,180.47062411581,5.0,3.3166247903554,1.38629436111989,1.88,0.0308220700148448,9.5,1.1180339887499,167.5,16.393596310755,187.5,70.25
CoFeMnNi,4.0,SS,FCC,1.272,0.0355124952173435,1706.5,112.161713610305,-4.0,1.96850196850295,1.38629436111989,1.7925,0.142894191624432,8.5,1.1180339887499,162.5,24.8746859276655,204.5,58.25
CoFeNiSi0.25,4.0,SS,FCC,1.23884615384615,0.020252824210317,1762.69230769231,39.2141744690608,-11.8343195266272,9.01174368355947,1.2852930241201,1.87538461538462,0.0324903262799121,8.61538461538462,1.54613471094168,170.769230769231,20.9253392442084,194.384615384615,71.6923076923077
CoFeNiSi0.5,4.0,SS+IM,FCC+IM,1.23271428571429,0.0265771025413079,1757.28571428571,42.5196233208496,-19.4285714285714,11.1615676058626,1.35178399428965,1.87714285714286,0.0319438282499969,8.28571428571429,1.9059520091609,165.714285714286,27.1804251292006,183.857142857143,66.5714285714286
CoFeNiSi0.75,4.0,SS+IM,FCC+IM,1.2274,0.0304536270652963,1752.6,44.6628854120883,-24.96,12.2115527086262,1.37929225447268,1.87866666666667,0.0313829394558395,8.0,2.12916258968951,161.333333333333,30.9551647099837,174.733333333333,62.1333333333333
,,,,,,,,,,,,,,,,,,
CoFeNiV,4.0,SS,FCC,1.2635,0.0241522667505614,1872.5,181.654204465517,-10.5,4.70039891924079,1.38629436111989,1.8125,0.10917302780449,8.0,1.87082869338697,172.5,8.2915619758885,187.0,70.0
CoFeReRu,4.0,SS,HCP,1.30125,0.0437175781953317,2411.25,691.044273183709,-1.5,1.31101106021269,1.38629436111989,1.9525,0.145150783669948,8.0,0.707106781186548,235.0,80.156097709407,332.5,127.0
CoFeSiB,4.0,AM,AM,1.11625,0.156988975602642,1903.75,260.892099343771,-34.5,10.4208325003332,1.38629436111989,1.9125,0.0779021822544144,6.0,2.54950975679639,168.5,44.4606567652796,116.75,39.25
Co43Fe20Ta5.5B31.5,4.0,AM,AM,1.12308,0.186632352103621,2043.325,397.874703110163,-26.5718,8.47445837069349,1.208200459519,1.8995,0.126987204079781,6.69,2.66155969311229,192.96,21.9972361900308,142.3,52.445
Co63Fe9Zr8B20,4.0,AM,AM,1.19206,0.175163300277883,1916.87,236.398674065655,-27.7244,9.01091118562646,1.03174331835598,1.8635,0.171092811070483,7.31,2.5365133549816,173.5,54.2766063788074,156.02,57.27
Cr45Co34Nb7B14,4.0,AM,AM,1.20222,0.133726927971862,2103.48,280.355470073263,-20.2084,8.09002494094252,1.18752775064194,1.7838,0.146961083283977,6.53,2.02709151248778,176.46,21.1070699056027,203.96,79.91
Cr50Co29Nb7B14,4.0,AM,AM,1.20212,0.133713301390345,2124.08,269.88933583971,-20.0244,8.00373640570153,1.16696115599793,1.7728,0.147581028591076,6.38,1.94822996589212,175.46,21.3875758327119,207.46,81.91
Cr55Co24Nb7B14,4.0,AM,AM,1.20202,0.133699616192635,2144.68,257.356945894219,-19.7604,7.8318493097628,1.13272227824672,1.7618,0.147379645813118,6.23,1.85394174665765,174.46,21.6182422967271,210.96,83.91
Cr0.66FeMnNi,4.0,SS,FCC,1.27359016393443,0.0368486117154815,1775.08196721311,220.095282030502,-4.16853295111828,2.34703050107434,1.37239216189817,1.74469945355191,0.14527453697258,7.91256830601093,1.44214680004335,157.267759562842,23.7971711343352,216.704918032787,63.9071038251366
CrFe1.5MnNi0.5,4.0,SS+IM,BCC+ï³,1.270875,0.0360314563588095,1819.875,236.935876082538,-2.125,1.85134822072321,1.32088834314932,1.7275,0.130838641081295,7.5,1.22474487139159,156.25,21.7586189819115,223.375,69.0
CrNbTiZr ,4.0,SS+IM,BCC+Laves,1.43575,0.0878134081801886,2249.75,302.185683810468,-5.0,3.64005494464026,1.38629436111989,1.5325,0.124373429638327,4.75,0.82915619758885,110.0,67.4536878161602,141.75,57.5
CrNbTiZr,4.0,SS+IM,BCC+IM,1.43575,0.0878134081801886,2249.75,302.185683810468,-5.0,3.64005494464026,1.38629436111989,1.5325,0.124373429638327,4.75,0.82915619758885,110.0,67.4536878161602,141.75,57.5
Cu90Mn90Ni90Al10,4.0,SS+IM,FCC+IM,1.29635714285714,0.0386115889804961,1513.44285714286,186.036258521542,-1.92857142857143,4.36478175429184,1.21345223917242,1.78035714285714,0.167619512648164,9.10714285714286,2.04134559463475,144.142857142857,27.7845207235384,172.214285714286,40.7857142857143
Cu95Mn95Ni95Al5,4.0,SS,FCC,1.29375862068966,0.0362065038106225,1524.55344827586,169.426149119169,-0.948870392390012,3.86460844689028,1.16677022067595,1.78362068965517,0.167534847387579,9.22413793103448,1.87582720555838,145.448275862069,26.3838851115425,174.172413793103,41.0689655172414
Cu90Mn90Ni90Sn10,4.0,SS+IM,FCC+IM,1.30307142857143,0.0571411246455623,1498.14321428571,242.23207793138,-0.183673469387755,3.34989419093305,1.21345223917242,1.79285714285714,0.167499619250253,9.14285714285714,1.94043967245802,143.5,29.508473359359,171.5,40.5
Cu95Mn95Ni95Sn5,4.0,SS+IM,FCC+IM,1.297,0.0468306934959722,1517.1674137931,201.361106657532,-0.0903686087990487,3.30825965959326,1.16677022067595,1.78965517241379,0.167475839917299,9.24137931034483,1.82237382920328,145.137931034483,27.2892856806616,173.827586206897,40.9310344827586
Cu75Mn75Ni75Zn25,4.0,SS,FCC,1.3017,0.0396929160270141,1450.699,290.7202805258,-1.68,3.43290897053796,1.31383403319275,1.773,0.16401524319404,9.6,1.8,139.0,33.0,169.2,41.5
Cu80Mn80Ni80Zn20,4.0,SS,FCC,1.29930769230769,0.0385522828251099,1470.13538461538,267.534100734133,-1.32544378698225,3.40983468842645,1.2852930241201,1.77615384615385,0.164902696788997,9.53846153846154,1.78089798504465,140.769230769231,31.4915222930134,170.769230769231,41.4615384615385
CuNiCoFe,4.0,SS,FCC,1.254,0.0114037875965511,1666.1925,180.47062411581,5.0,3.3166247903554,1.38629436111989,1.88,0.0308220700148448,9.5,1.1180339887499,167.5,16.393596310755,187.5,70.25
Cu54Ni6Zr22Ti18,4.0,AM,AM,1.3807,0.099427646030202,1654.4158,334.61877125523,-18.0096,7.42852676335759,1.14331697652956,1.7104,0.242618713210667,8.14,3.38827389683892,106.2,58.5453670242147,117.82,45.66
Cu47Ti34Zr11Ni8,4.0,AM,AM,1.37375,0.0862645288282222,1670.4119,306.80953310057,-15.4404,7.28192580926227,1.16651443147266,1.7157,0.214113311122872,7.77,3.42010233765015,117.6,45.6972646883815,123.91,47.23
Cu48Ti34Zr10Ni8,4.0,AM,AM,1.3705,0.0850898582638894,1662.7096,304.887430144045,-15.0528,7.12011755825647,1.15141728974902,1.7214,0.211338685526337,7.84,3.4138541269363,119.0,44.1927595879687,124.54,47.38
Cu43Zr43Al7Ag7,4.0,AM,AM,1.44022,0.104648958171685,1650.6691,427.74742180192,-24.6744,7.26632109699757,1.09811066562388,1.6367,0.276279043722103,7.43,3.57842143968538,72.52,65.3694852358499,95.56,38.75
Cu46Zr42Al7Y5,4.0,AM,AM,1.45148,0.118644069053928,1673.6271,414.412124029438,-24.8776,7.39492137253994,1.05748829786852,1.6063,0.281434379562981,7.1,3.61247837363769,71.77,65.9805812341783,96.04,39.04
Cu60Zr20Hf10Ti10,4.0,AM,AM,1.3914,0.103280650574416,1684.962,421.254296471858,-17.28,4.79315511954287,1.08889997534522,1.69,0.264272586546543,8.2,3.42928563989645,106.0,54.2586398650021,110.8,42.8
Cu54Zr27Ti9Be10,4.0,AM,AM,1.36731,0.1175642234611,1638.4458,340.739771421476,-20.8872,7.45844278716462,1.13323412576255,1.6807,0.249368221712391,7.58,3.74747915271053,98.5,60.5041320902961,127.43,51.99
Fe81B13.5Si3.5C2,4.0,AM,AM,1.171725,0.131607456915684,1919.53,329.844234601728,-19.0632,5.34678822160893,0.636593615659887,1.8752,0.120207986423532,7.105,1.85848728809212,172.1,30.5962415992553,172.555,66.42
Fe79B13Si5Mo3,4.0,AM,AM,1.18553,0.121646491184506,1907.29,253.853315715986,-17.5048,5.17682460360712,0.706432701787396,1.8707,0.0871120542749395,7.09,1.82808643121708,175.32,26.5288069841069,178.91,68.38
A13 Fe36Mn33Ni18Ti6,4.0,IM,IM,1.29490322580645,0.0516094740748565,1699.70967741935,142.45388468268,-6.97606659729449,4.57729437434144,1.22971046336494,1.72741935483871,0.154793676246917,7.7741935483871,1.45268777409003,150.322580645161,27.4136616480392,198.129032258065,49.2903225806452
Fe80Ni80P14B6,4.0,AM,AM,1.21511111111111,0.0726687067213965,1675.86777777778,409.856414648344,-14.7701234567901,8.39906105167398,1.03283673434686,1.90055555555556,0.0970379205501197,8.48888888888889,1.75274035881876,163.877777777778,45.5023388355607,182.666666666667,70.2222222222222
Fe75P16B6Al3,4.0,AM,AM,1.19251,0.101391675025909,1577.9621,585.785024211604,-25.0044,6.09421104521594,0.782975968463767,1.8936,0.14418404904843,7.07,1.68080337933977,144.98,62.1208467424584,160.35,62.28
Gd36Al24Co20Nd20,4.0,AM,AM,1.57024,0.135264301113295,1407.6328,306.113374716232,-27.5584,12.9397767039924,1.35407753943879,1.4224,0.289969377693577,4.2,2.4,74.32,55.3842721356885,86.6,32.348
Gd40Al24Co20Y16,4.0,AM,AM,1.6026,0.144754321264964,1499.4728,329.527206579609,-34.3168,10.3076372106713,1.32412483478985,1.4376,0.276467430269824,4.2,2.4,76.0,54.1922503684798,90.84,34.056
Gd46Al24Co20Y20,4.0,AM,AM,1.60264,0.144772104060999,1508.0328,334.381476670225,-34.2784,10.7369100212111,1.35407753943879,1.4384,0.275806888964,4.2,2.4,76.12,54.1112335841644,91.2,34.208
Gd50Al24Co20Y6,4.0,AM,AM,1.6025,0.144709827711989,1478.0728,316.053881033219,-34.4128,8.17905341990722,1.17977374112603,1.4356,0.278101851845686,4.2,2.4,75.7,54.3931061808388,89.94,33.676
Gd60Cu20Ni10Al10,4.0,AM,AM,1.604,0.153112180784556,1488.701,213.417973162993,-28.0,6.89492567037528,1.08889997534522,1.452,0.318929459285278,5.3,3.52278299076171,76.4,52.6026615296222,86.0,32.88
HfNbTaZr,4.0,SS,BCC,1.51,0.053632163199268,2668.5,421.737773978096,3.5,1.26243811729526,1.38629436111989,1.4325,0.123161479367536,4.5,0.5,120.0,76.4852927038918,109.0,42.5
HfNbTiZr,4.0,SS,BCC,1.518,0.0487238659432741,2331.25,316.027985311428,2.5,1.21191996435408,1.38629436111989,1.4425,0.129687123493429,4.25,0.433012701892219,97.5,61.3901457890434,91.5,36.25
Ho35Al24Co20Y21,4.0,AM,AM,1.5904,0.139546790601441,1562.3228,354.187769998005,-33.9328,10.6538747701264,1.35956927855057,1.4491,0.266781165002329,4.2,2.4,76.85,53.6034280620186,94.44,35.821
La55Al25Ni10Cu10,4.0,AM,AM,1.64385,0.161917819312843,1198.0945,219.432031811105,-33.6,7.60658924880265,1.13590095929437,1.3885,0.333770504988083,4.5,3.00832179129826,66.4,51.6356466019358,70.85,26.765
La55Al25Ni15Cu5,4.0,AM,AM,1.64225,0.163464401460146,1216.606,246.115663122037,-35.35,6.73988965043197,1.10973855210615,1.389,0.334542971828732,4.45,2.90645832586672,68.4,55.1057165818575,74.35,28.165
La55Al25Ni5Cu15,4.0,AM,AM,1.64545,0.160356367749267,1179.583,187.196587231178,-31.93,7.89811018535447,1.10973855210615,1.388,0.332995495465029,4.55,3.10604249809947,64.4,47.8313704591453,67.35,25.365
Mg54Cu26.5Ag8.5Gd11,4.0,AM,AM,1.524145,0.110196544221374,1137.5481,246.044900214148,-8.4484,4.05906038666931,1.13700134269545,1.50695,0.295740084364633,5.26,4.2228426444754,74.08,42.5263871025978,72.025,26.848
Mg65Cu15Ag10Y10,4.0,AM,AM,1.55705,0.091260147882299,1107.0085,284.53865704461,-7.69,3.42028606259769,1.02509391179179,1.4515,0.267287766274478,4.35,3.85064929589803,64.35,35.8249563851793,63.65,23.81
Mg65Cu20Ni5Gd10,4.0,AM,AM,1.53865,0.107344199263132,1116.404,276.813174115684,-5.86,3.24335397389801,0.981941600924019,1.447,0.264690385167274,4.3,3.76961536499415,70.05,45.7563929959519,70.75,26.63
Mg60Cu29Y10Si,4.0,AM,AM,1.52295,0.114128757789568,1144.3233,297.334480372038,-7.2164,4.04565729927585,0.941789148659349,1.478,0.277517567011532,4.73,4.02207657808749,72.7,43.3798340245788,71.57,26.68
Mg65Cu15Zn10Y10,4.0,AM,AM,1.55205,0.0945554066130872,1052.7835,305.863231367796,-6.27,3.46442646768552,1.02509391179179,1.4235,0.227382387180714,4.45,4.03081877538547,61.35,33.9194265871344,65.95,25.11
MoNbTaV,4.0,SS,BCC,1.3845,0.0346488592371355,2779.75,397.134973906857,-3.25,1.6177723881931,1.38629436111989,1.7225,0.257135664581948,5.25,0.433012701892219,190.0,27.3861278752583,187.0,68.5
MoNbTaW,4.0,SS,BCC,1.39725,0.0231046190197619,3157.75,367.729775106667,-6.5,2.36511099105306,1.38629436111989,1.905,0.363696301878367,5.5,0.5,227.5,52.1416340365355,257.75,97.0
MoNbTiV,4.0,SS,BCC,1.3925,0.0407583891888636,2442.5,393.402147935163,-2.75,1.69327714801801,1.38629436111989,1.7325,0.248935232540515,5.0,0.707106781186548,167.5,42.64680527308,169.5,62.25
Mo0.7NbTi0.3Zr,4.0,IM,IM,1.4749,0.0647154972169394,2495.83333333333,367.127324265332,-2.06222222222222,2.69719893723023,1.30223372268641,1.63466666666667,0.310856165381283,4.8,0.791622805802528,121.333333333333,92.0048307910454,145.7,56.0666666666667
MoNbTiZr,4.0,SS,BCC,1.46425,0.0598801152985383,2428.75,403.074047167515,-2.5,2.44310253571151,1.38629436111989,1.6575,0.306950728945217,4.75,0.82915619758885,127.5,84.9632273398321,154.25,58.75
MoPdRhRu,4.0,SS,HCP,1.35525,0.0107736150160109,2392.0125,400.719852850779,-8.75,5.776433804693,1.38629436111989,2.21,0.0435889894354066,8.25,1.4790199457749,252.5,75.9522876548166,293.0,121.75
NbMoTaW,4.0,SS,BCC,1.39725,0.0231046190197619,3157.75,367.729775106667,-6.5,2.36511099105306,1.38629436111989,1.905,0.363696301878367,5.5,0.5,227.5,52.1416340365355,257.75,97.0
NbTaTiV,4.0,SS,BCC,1.40925,0.0393470745026409,2541.0,522.696374580884,-0.25,0.824431622392058,1.38629436111989,1.5675,0.0506828373317832,4.75,0.433012701892219,160.0,32.4037034920393,133.75,49.5
NbTaVW,4.0,SS,BCC,1.3855,0.0343216185149348,2979.5,569.085450525666,-4.5,2.17226839962285,1.38629436111989,1.7725,0.342591228726014,5.25,0.433012701892219,210.0,59.5818764390649,207.5,78.75
NbTiV0.3Mo,4.0,SS,BCC,1.40872727272727,0.0347747280815894,2497.54545454545,412.649905977914,-3.26905417814509,1.94008096225283,1.30337454159297,1.75424242424242,0.269095345308778,5.0,0.778498944161523,169.090909090909,46.7983188226682,178.30303030303,65.4848484848485
NbTiV0.3Mo0.1,4.0,SS,BCC,1.425875,0.0330561594841632,2348.125,390.219416108852,0.0694444444444445,1.36262973022759,1.12190638343606,1.60208333333333,0.121139697823995,4.625,0.563656219102862,146.25,33.1426839589071,121.791666666667,45.0416666666667
NbTiV0.3Mo0.3,4.0,SS,BCC,1.42103846153846,0.0339785291260353,2390.26923076923,402.332770581796,-1.12426035502959,1.70806831155826,1.23335132294881,1.645,0.188806983247646,4.73076923076923,0.653846153846154,152.692307692308,38.8842159303838,137.730769230769,50.8076923076923
NbTiV0.3Mo0.5,4.0,SS,BCC,1.41689285714286,0.0344912022698356,2426.39285714286,408.990598851587,-1.98979591836735,1.85121420709107,1.28239278560178,1.68178571428571,0.225151592923342,4.82142857142857,0.709807389798278,158.214285714286,42.4309162411233,151.392857142857,55.75
NbTiV0.3Mo0.7,4.0,SS,BCC,1.4133,0.0347341793280888,2457.7,412.120949075228,-2.62222222222222,1.91572139868151,1.30223372268641,1.71366666666667,0.248079064457729,4.9,0.746100976186646,163.0,44.7325384926901,163.233333333333,60.0333333333333
NbTiV0.3Mo1.3,4.0,SS,BCC,1.40491666666667,0.0345753397439481,2530.75,410.143767138088,-3.67283950617284,1.91655338690976,1.28652226143152,1.78805555555556,0.280988527290948,5.08333333333333,0.794949334514122,174.166666666667,47.8641016025813,190.861111111111,70.0277777777778
NbTiV0.3Mo1.5,4.0,SS,BCC,1.40271052631579,0.0343602326463834,2549.97368421053,407.45090029301,-3.85041551246537,1.88536115682369,1.2699995349259,1.80763157894737,0.285826909441125,5.13157894736842,0.800363490828713,177.105263157895,48.2268703621824,198.131578947368,72.6578947368421
NbTiV0.3Zr,4.0,SS,BCC,1.48145454545455,0.0600491020358159,2264.81818181818,330.7416326201,1.43250688705234,1.45736918490377,1.30337454159297,1.50272727272727,0.117480436212001,4.39393939393939,0.488621681715064,99.3939393939394,69.8022919628651,98.9090909090909,39.1212121212121
NbTiV2Zr,4.0,SS,BCC,1.4252,0.0748050760766666,2237.0,271.476702499496,-1.28,1.50020798558067,1.33217904021012,1.546,0.112889326333361,4.6,0.489897948556636,120.0,63.5609943282828,108.8,41.8
NbTiVZr,4.0,SS,BCC,1.4525,0.0704839766934364,2250.5,302.015314181251,-0.25,1.59833898156805,1.38629436111989,1.525,0.1171537451386,4.5,0.5,110.0,67.4536878161602,104.0,40.5
Ni60Al10Ni10Cu20,4.0,AM,AM,1.5074,0.111946697522058,1315.901,179.367937126455,-27.52,6.69749326240796,1.08889997534522,1.416,0.34745359402372,5.3,3.52278299076171,72.8,55.2463573459825,77.6,29.58
Ni50Nb20Hf10Ti20,4.0,AM,AM,1.359,0.0879389223527064,2052.8,415.937447220132,-33.76,10.3645843139028,1.22060726455302,1.713,0.212134391365474,7.2,2.82134719593318,157.0,31.0,152.0,57.4
Ni50Nb20Hf2.5Ti17.5,4.0,AM,AM,1.33788888888889,0.0788625191387832,2018.13888888889,416.607939379845,-32.0864197530864,8.17160888481262,1.07875369268095,1.75222222222222,0.182803949494034,7.55555555555555,2.75322482074753,162.222222222222,28.1968389787767,159.166666666667,60.0555555555556
Ni50Nb20Hf5Ti25,4.0,AM,AM,1.3532,0.0822278015096068,2024.55,403.188972443444,-33.14,9.62517121925631,1.16482137672446,1.725,0.194486503387767,7.2,2.82134719593318,157.0,31.0,153.9,58.1
Ni55Nb20Hf10Ti15,4.0,AM,AM,1.3482,0.0886165569665446,2042.15,421.355345878037,-33.43,9.37971648025675,1.1655244399347,1.7315,0.212374080339386,7.5,2.78388218141501,160.5,29.4066319050652,156.2,59.0
Ni55Nb20Hf5Ti20,4.0,AM,AM,1.3424,0.0824398457944367,2013.9,408.039201548087,-32.74,8.73142525593617,1.12237212906693,1.7435,0.193604622878691,7.5,2.78388218141501,160.5,29.4066319050652,158.1,59.7
Ni60Nb10Hf5Ti25,4.0,AM,AM,1.3349,0.0841581650479673,1922.35,329.063713435559,-32.96,7.3869040876405,1.03311408751667,1.756,0.196784145702849,7.7,2.83019433961698,158.0,31.559467676119,163.4,61.9
Ni60Nb15Hf10Ti15,4.0,AM,AM,1.33905,0.0895717237997607,1991.05,393.460350607275,-33.06,8.40416878697709,1.10588987902476,1.747,0.213520490819968,7.75,2.77263412660235,161.0,29.6479341607472,160.95,60.9
Ni60Nb15Hf5Ti20,4.0,AM,AM,1.33325,0.0830257767309247,1962.8,375.339259870321,-32.28,7.72886408212746,1.062737568157,1.759,0.193904615726393,7.75,2.77263412660235,161.0,29.6479341607472,162.85,61.6
Ni60Nb20Hf10Ti10,4.0,AM,AM,1.3374,0.088571906539366,2031.5,426.438565329169,-32.4,8.2030725950707,1.08889997534522,1.75,0.210997630318447,7.8,2.71293199325011,164.0,27.2763633939717,160.4,60.6
Ni60Nb20Hf15Ti5,4.0,AM,AM,1.3432,0.094513271640047,2059.75,438.063679731612,-33.16,8.38856721973425,1.062737568157,1.738,0.228683186963974,7.8,2.71293199325011,164.0,27.2763633939717,158.5,59.9
Ni60Nb20Hf5Ti15,4.0,AM,AM,1.3316,0.0818531062190719,2003.25,412.557617188193,-31.64,7.66279713942631,1.062737568157,1.762,0.190934543757802,7.8,2.71293199325011,164.0,27.2763633939717,162.3,61.3
Ni75Nb5P16B4,4.0,AM,AM,1.20835,0.0945441360117995,1578.228,603.017500920164,-27.2232,6.65846188989139,0.787516235210993,1.9445,0.129748795755491,8.67,2.33261655657333,154.22,63.1473799931557,155.25,58.9
Ni45Ti20Zr25Al10,4.0,AM,AM,1.39705,0.105775239007598,1791.147,328.959037694665,-45.41,11.9902783224577,1.25804814536419,1.661,0.241824316395188,6.6,3.0886890422961,110.6,73.1111482607133,136.95,53.85
Ni45Ti20Zr27Al8,4.0,AM,AM,1.40047,0.107461263742645,1815.0376,308.545766229647,-45.3036,12.0573354341138,1.23679433372509,1.6554,0.246143941627658,6.62,3.0684849681887,109.08,74.5897687353969,136.89,53.99
Ni46Ti20Zr23Al12,4.0,AM,AM,1.39216831683168,0.104109702921444,1766.86772277228,344.836514049117,-45.3014410351926,11.7671770601377,1.26890867056993,1.6690099009901,0.237342985932337,6.61386138613861,3.11168445366847,112.792079207921,71.5309691058457,137.633663366337,53.9306930693069
Ni57.5Zr24Nb11Al7.5,4.0,AM,AM,1.36576,0.109887013124718,1876.83025,422.479160139808,-41.7726,9.63834276566719,1.09777471516919,1.7142,0.244375448848693,7.485,2.95631104588134,127.9,76.7058667899659,147.88,57.75
Ni57.5Zr26Nb9Al7.5,4.0,AM,AM,1.36924,0.11209433413898,1864.39025,405.39746394426,-42.8506,9.40768179488704,1.07942080261468,1.7088,0.24976300766927,7.465,2.97636943271496,124.5,78.51082727879,147.12,57.65
Ni57.5Zr28Nb7Al7.5,4.0,AM,AM,1.37272,0.11418035152488,1851.95025,387.164124877858,-43.9414,9.01586087742269,1.05504514117759,1.7034,0.254922419571131,7.445,2.99616004245434,121.1,80.1310801125256,146.36,57.55
Ni57.5Zr30Nb5Al7.5,4.0,AM,AM,1.3762,0.116152692423322,1839.51025,367.607818486546,-45.045,8.4235961525126,1.02344500434017,1.698,0.259867273814923,7.425,3.01568814700725,117.7,81.577631738118,145.6,57.45
Ni57.5Zr32Nb3Al7.5,4.0,AM,AM,1.37968,0.118018114610698,1827.07025,346.504617043464,-46.1614,7.5640650347575,0.982282256904566,1.6926,0.264609599221192,7.405,3.03495881355909,114.3,82.8595800134179,144.84,57.35
Ni60Zr27Nb8Al5,4.0,AM,AM,1.36633,0.114185823025604,1878.0335,368.527563314808,-42.4704,8.71863325620799,1.01186027587757,1.7136,0.253856337324874,7.63,2.92456834421766,125.4,79.4710010003649,149.99,58.85
Ni60Zr28Nb7Al5,4.0,AM,AM,1.36807,0.115247252945505,1871.8135,358.880834348604,-43.0104,8.47927556641109,0.998860579750197,1.7109,0.256472591128175,7.62,2.93523423256135,123.7,80.3125768482123,149.61,58.8
Ni61Zr27Nb7Al5,4.0,AM,AM,1.3645,0.114578676847246,1867.8135,358.231714484843,-42.4148,8.3229711284584,0.990975568965626,1.7167,0.254342505295517,7.68,2.92191717883995,125.5,79.5333263481416,150.94,59.23
Ni61Zr27Nb8Al4,4.0,AM,AM,1.36447,0.114571911930941,1885.9788,356.444295208326,-42.07,8.51977524058,0.98585407724202,1.7166,0.254386399007494,7.7,2.89654967159205,126.44,79.498216332192,151.29,59.35
Ni62Zr28Nb7Al3,4.0,AM,AM,1.36435,0.116031079965686,1887.7041,333.686706463098,-42.1864,8.07158494819153,0.944157525317162,1.7169,0.257548810907758,7.76,2.87791591260064,125.78,80.3969626291939,152.21,59.8
Ni57Zr20Ti13Pd10,4.0,AM,AM,1.35838,0.10563455437474,1845.695,158.261989198291,-43.378,14.7110873773627,1.1377825828422,1.7749,0.274289974297275,8.02,2.8212763069221,134.9,71.2950909951029,154.58,60.04
Ni57Zr20Ti16Pd7,4.0,AM,AM,1.36099,0.106215111349213,1849.0835,159.055104296436,-43.12,13.4572504294154,1.12165660261936,1.7551,0.266602681906991,7.84,2.88,132.8,70.9659073076643,154.43,60.04
Ni57Zr20Ti18Pd5,4.0,AM,AM,1.36273,0.106578606081003,1851.3425,159.541680506224,-42.688,12.4885210387139,1.10074569656859,1.7419,0.260517542595504,7.72,2.91231866388278,131.4,70.7109609608015,154.33,60.04
Pr60Al10Ni10Cu20,4.0,AM,AM,1.5134,0.114621559397108,1262.501,189.980324425978,-27.52,6.69749326240796,1.08889997534522,1.41,0.352221521205051,5.3,3.52278299076171,71.0,56.5791481024591,75.2,28.68
SmFe6Ti6N,4.0,IM,IM,1.34128571428571,0.168733208383893,1708.58214285714,480.080631474377,-48.8163265306122,33.9872238728338,1.10326349884835,1.745,0.405599204000346,5.71428571428571,2.01524799709513,122.714285714286,51.144652801677,143.714285714286,55.3928571428571
Sr36Al24Co20Y20,4.0,AM,AM,1.729,0.210408066498898,1315.4328,384.849901260426,-12.9088,11.8211201292439,1.35407753943879,1.3484,0.365214238495708,3.84,2.61809090751257,62.44,65.6024877577063,71.4,28.556
Sr40Al20Co20Y20,4.0,AM,AM,1.7578,0.209138041992677,1320.094,380.880662864368,-9.76,11.6303024896174,1.33217904021012,1.322,0.369182881509964,3.8,2.63818119165458,59.4,66.6561325010685,68.6,27.76
Sr46Al14Co20Y21,4.0,AM,AM,1.801,0.204941992399629,1327.0858,374.739313609288,-4.6048,11.1019921238927,1.27623420803538,1.2824,0.371556509833969,3.74,2.66690832238381,54.84,67.9515592168421,64.4,26.566
Tb36Al24Co20Y20,4.0,AM,AM,1.59544,0.141642517015482,1523.8728,338.667015276304,-34.5664,10.7644000856037,1.35407753943879,1.4024,0.309092607481965,4.2,2.4,76.372,53.9344603755336,91.56,34.316
Ti50Ni15Cu32Sn3,4.0,AM,AM,1.37546,0.0765699395795059,1679.3388,330.219727355226,-16.5552,7.82699008694811,1.10095729555273,1.7233,0.183575897110705,7.14,3.3496865525001,128.54,27.5751409787874,131.1,49.3
